RSO_Identifier,RSO_Weight,RSO_Density,RSO_Visibility,RSO_MRP,Orbit_Establishment_Year,Orbit_Height,Stealth_Type,RSO_Type,Survivability
FDC32,18.35,1,0.099090261,94.0462,2004,1,2,1,555.2772
FDX24,8.355,1,0.013957308,94.0462,2002,1,2,1,1480.7392
NCG43,12.76837729,1,0.073879939,94.0462,1985,2,2,3,1850.924
DRK01,7.63,1,0.061188147,94.0436,2002,1,2,1,1134.5232
FDU24,6.78,2,0.066373148,94.012,1987,3,2,1,1211.756
FDB32,20.6,1,0.023448504,93.9778,2004,1,2,1,2816.334
FDM46,7.365,1,0.159937597,93.912,2004,1,2,1,1304.968
FDK16,12.77337644,1,0.114771298,93.9094,1985,2,2,3,3903.5854
FDB35,12.3,2,0.064882207,93.8804,2009,2,2,2,1470.0864
FDY59,8.195,1,0.031403441,93.8462,1997,1,2,1,647.8234
FDC32,18.35,1,0.099026525,93.8462,1987,3,2,1,1295.6468
FDO23,17.85,1,0.146399663,93.8436,2004,1,2,1,1418.154
FDC50,12.77014977,1,0.135836915,93.8094,1985,2,2,3,3237.1196
FDW16,17.35,2,0.041439718,93.7804,1987,3,2,1,2848.2924
FDE02,8.71,1,0.121149472,93.7778,1987,3,2,1,1783.6782
FDO23,17.85,1,0.147023834,93.7436,2009,2,2,2,1134.5232
FDO23,17.85,1,0.147255604,93.7436,2007,1,2,1,1701.7848
FDN50,16.85,3,0.026627857,93.712,2009,2,2,2,745.696
FDN50,16.85,2,0.026561057,93.712,1999,2,2,1,466.06
NCR41,12.75926012,1,0.017936715,93.7094,1985,2,2,3,4189.2136
NCG43,20.2,1,0.124261614,93.6462,1998,1,2,4,277.6386
FDY59,8.195,1,0.031377308,93.6462,1987,3,2,1,925.462
NCM41,16.5,1,0.035711426,93.612,1999,2,2,1,1584.604
FDD57,18.1,3,0.022380952,93.6094,1987,3,2,1,476.047
FDD57,12.75233198,1,0.022291121,93.6094,1985,2,2,3,3713.1666
FDB32,12.75233198,1,0.041063069,93.5778,1985,1,1,4,187.7556
FDN33,6.305,2,0.123307177,93.5436,1999,2,2,1,283.6308
DRH03,17.25,1,0.035207155,93.512,2009,2,2,2,1491.392
FDM46,7.365,1,0.160216552,93.512,1999,2,2,1,1677.816
NCS17,18.6,1,0.080434451,93.4436,1987,3,2,1,1701.7848
DRH03,17.25,1,0.035118834,93.412,1999,2,2,1,932.12
FDI58,7.64,2,0.070704474,93.412,1997,1,2,1,1491.392
NCT54,8.695,1,0.119513002,93.4094,2004,1,2,1,856.8846
FDB32,20.6,1,0.023548476,93.3778,2009,2,2,2,1314.2892
FDY59,12.75135041,1,0.031251369,93.3462,1985,2,2,3,1018.0082
DRK01,7.63,1,0.061313057,93.3436,2009,2,2,2,1323.6104
FDZ51,11.3,2,0.054637635,93.3094,1999,2,2,1,3046.7008
FDC50,15.85,1,0.228469522,93.3094,1998,1,2,4,285.6282
FDR58,6.675,1,0.041986639,93.2462,1999,2,2,1,1480.7392
NCG43,20.2,1,0.074177667,93.2462,1987,3,2,1,1018.0082
FDN33,6.305,2,0.12301331,93.2436,1987,3,2,1,2079.9592
FDI56,7.325,1,0.093913607,93.2146,2007,1,2,1,1733.0774
FDB14,20.25,2,0.102932246,93.212,2002,1,2,1,1304.968
FDB14,20.25,2,0.102723919,93.212,1997,1,2,1,1957.452
NCT54,8.695,1,0.120211747,93.2094,2007,1,2,1,666.4658
FDL25,6.92,2,0.131128467,93.1804,1999,2,2,1,1561.9668
FDW16,17.35,2,0.041538713,93.1804,1999,2,2,1,1378.206
FDO50,16.25,1,0.078290271,93.1804,1999,2,2,1,1194.4452
FDY59,8.195,1,0.066087293,93.1462,2009,2,2,2,647.8234
FDA11,7.75,1,0.043414959,93.1436,2009,2,2,2,1418.154
FDO23,17.85,1,0.066130048,93.1436,2002,1,2,1,2174.5028
DRD12,6.96,1,0.077178965,93.1146,2004,1,2,1,2189.1504
NCM41,16.5,1,0.035626319,93.112,1987,3,2,1,932.12
FDN48,13.35,1,0.065082452,93.0804,2002,1,2,1,2113.2492
FDW16,17.35,2,0.041474232,93.0804,1997,1,2,1,826.9236
FDO50,12.75257067,1,0.077790204,93.0804,1985,2,2,3,2940.1728
FDX24,8.355,1,0.013926425,93.0462,2004,1,2,1,1110.5544
NCG43,12.75516205,1,0.129983688,93.0462,1985,1,1,4,185.0924
FDN33,12.75516205,2,0.122519571,93.0436,1985,2,2,3,2363.59
FDB35,12.3,2,0.064565202,92.9804,1987,3,2,1,1929.4884
FDB35,12.75543042,2,0.113139486,92.9804,1985,1,1,4,183.7608
FDR58,6.675,1,0.066123338,92.9462,2009,2,2,2,1018.0082
FDX27,20.7,2,0.114022125,92.9436,1987,3,2,1,2174.5028
FDX27,20.7,2,0.191008614,92.8436,1998,1,2,4,189.0872
FDI33,16.5,1,0.028418817,92.8146,1997,1,2,1,2097.9358
FDN50,12.74742021,2,0.026391403,92.812,1985,2,2,3,2609.936
FDU24,12.74742021,2,0.245407386,92.812,1985,1,1,4,93.212
FDE02,8.71,1,0.121250374,92.7778,1997,1,2,1,1032.6558
FDX27,20.7,2,0.11411709,92.7436,1997,1,2,1,1323.6104
FDG50,7.405,1,0.015334003,92.7146,2009,2,2,2,1185.7898
FDI56,7.325,1,0.093307668,92.7146,1987,3,2,1,2006.7212
DRD12,6.96,1,0.077129323,92.7146,1987,3,2,1,1733.0774
FDM46,12.75491108,1,0.159193194,92.712,1985,2,2,3,3635.268
FDB35,12.3,2,0.064750025,92.6804,2002,1,2,1,1010.6844
FDR58,6.675,1,0.04200648,92.6462,2002,1,2,1,1665.8316
FDX23,6.445,1,0.029691762,92.6436,1997,1,2,1,1039.9796
NCM41,16.5,1,0.035801238,92.612,2009,2,2,2,559.272
FDB35,12.3,2,0.064984487,92.5804,2007,1,2,1,2297.01
FDL22,12.76059156,1,0.036213953,92.5488,1985,2,2,3,2625.9152
DRK01,7.63,1,0.061159246,92.5436,1999,2,2,1,1607.2412
NCS17,18.6,1,0.080626601,92.5436,1999,2,2,1,378.1744
FDA11,7.75,1,0.043238822,92.5436,1997,1,2,1,1701.7848
NCS42,8.6,1,0.069416467,92.5146,1997,1,2,1,2006.7212
FDB14,20.25,2,0.171938781,92.512,1998,1,2,4,186.424
FDH04,6.115,2,0.011437302,92.4488,2007,1,3,1,1358.232
FDH02,7.27,2,0.020823289,92.4488,2002,1,2,1,996.0368
FDX24,12.76841791,3,0.024387984,92.4462,1985,1,1,4,185.0924
FDG50,7.405,1,0.015358176,92.4146,2007,1,2,1,1459.4336
DRH03,17.25,1,0.035064318,92.412,1997,1,2,1,1304.968
FDY20,12.5,2,0.081684728,92.3488,1987,3,2,1,1177.1344
FDR58,6.675,1,0.041921462,92.3462,1997,1,2,1,2406.2012
FDB14,12.77275284,2,0.066058284,92.312,1985,1,1,4,372.848
FDE02,12.77275284,1,0.212293753,92.2778,1985,1,1,4,469.389
FDY20,12.5,2,0.082085787,92.2488,2009,2,2,2,1358.232
FDH02,7.27,2,0.020898691,92.2488,2007,1,2,1,814.9392
FDI56,7.325,1,0.156307983,92.2146,1998,1,2,4,91.2146
FDU24,6.78,2,0.140955857,92.212,2007,1,2,1,4101.328
FDR58,6.675,1,0.041886576,92.1462,1987,3,2,1,1203.1006
DRE25,15.35,1,0.073269336,92.112,2004,1,2,1,1118.544
FDC32,12.78520721,1,0.173527068,92.0462,1985,1,1,4,277.6386
DRE25,15.35,3,0.073697713,91.912,2007,1,2,1,559.272
DRE25,15.35,1,0.073397129,91.912,1999,2,2,1,2609.936
FDP46,15.35,1,0.074553522,91.883,1987,3,2,1,2606.607
FDL25,6.92,2,0.131665479,91.8804,2007,1,2,1,275.6412
FDH02,12.78410596,2,0.065862547,91.8488,1985,2,2,3,2716.464
FDY59,8.195,1,0.031467128,91.8462,2002,1,2,1,2313.655
NCS42,8.6,1,0.069524391,91.8146,1999,2,2,1,2371.5796
DRE25,15.35,1,0.073283193,91.812,1997,1,2,1,1771.028
DRH03,12.78784982,1,0.061393095,91.812,1985,1,1,4,372.848
FDY20,12.5,2,0.081879864,91.7488,1999,2,2,1,1358.232
FDI33,16.5,1,0.028395167,91.7146,1987,3,2,1,2462.7942
FDI58,7.64,2,0.070847865,91.712,2002,1,2,1,2050.664
FDW16,12.78889124,2,0.041273391,91.6804,1985,2,2,3,3858.9768
DRH03,17.25,1,0.035057688,91.612,2004,1,2,1,279.636
DRH03,17.25,1,0.05869048,91.612,1998,1,2,4,93.212
FDL36,15.1,1,0.076505799,91.583,2007,1,2,1,539.298
FDY20,12.5,2,0.082215187,91.4488,2007,1,2,1,1086.5856
FDL22,16.85,1,0.036390174,91.4488,1997,1,2,1,2082.6224
NCG43,20.2,1,0.074390007,91.4462,2002,1,2,1,1943.4702
FDC32,18.35,1,0.099309997,91.4462,2002,1,2,1,1665.8316
DRD12,6.96,1,0.077350112,91.4146,2002,1,2,1,638.5022
FDO50,16.25,1,0.078168739,91.3804,1997,1,2,1,1653.8472
FDY59,8.195,1,0.031397503,91.3462,2004,1,2,1,1388.193
FDI56,7.325,1,0.093385381,91.3146,1997,1,2,1,1641.8628
FDB14,12.77943127,2,0.102226474,91.312,1985,2,2,3,3075.996
NCS42,8.6,1,0.069403341,91.2146,2004,1,2,1,2554.0088
FDI58,7.64,2,0.070645636,91.212,1987,3,2,1,466.06
FDO50,16.25,1,0.078103689,91.1804,1987,3,2,1,1929.4884
FDM32,20.5,1,0.020605032,91.083,1997,1,2,1,539.298
FDL36,12.77828963,1,0.133198355,91.083,1985,1,1,4,89.883
FDH04,6.115,2,0.011419301,91.0488,2009,2,2,2,1629.8784
FDL22,16.85,1,0.036383293,91.0488,2004,1,2,1,1086.5856
FDH04,12.77987179,2,0.019912606,91.0488,1985,1,1,4,271.6464
FDI33,16.5,1,0.028476451,91.0146,2002,1,2,1,1368.219
FDG50,7.405,1,0.015259084,91.0146,1987,3,2,1,729.7168
FDI56,12.78088325,1,0.092933158,91.0146,1985,2,2,3,3466.1548
FDP46,15.35,1,0.074601506,90.983,2004,1,2,1,1348.245
FDW37,19.2,1,0.12475207,90.9488,2007,1,2,1,633.8416
FDL38,13.8,3,0.014730322,90.9172,2004,1,2,1,2141.2128
DRD12,6.96,1,0.077630199,90.9146,2007,1,2,1,1459.4336
FDR24,17.35,2,0.062839798,90.883,2004,1,2,1,1707.777
FDM32,20.5,1,0.065964748,90.883,1998,1,2,4,89.883
FDX44,9.3,1,0.043209581,90.8172,2007,1,2,1,535.3032
FDH16,10.5,1,0.052511611,90.783,1987,3,2,1,1258.362
FDL22,16.85,1,0.036463975,90.7488,2002,1,2,1,543.2928
FDL22,16.85,1,0.036359891,90.7488,1987,3,2,1,2263.72
FDR58,6.675,1,0.041913535,90.7462,2004,1,2,1,1665.8316
FDL38,13.8,2,0.014762987,90.7172,2002,1,2,1,1338.258
FDC11,20.5,1,0.141674844,90.7172,1987,3,2,1,1605.9096
FDL22,16.85,1,0.036596012,90.6488,2007,1,2,1,633.8416
FDC32,12.76512947,1,0.098629062,90.6462,1985,2,2,3,2406.2012
FDC11,20.5,1,0.142370445,90.6172,2009,2,2,2,1427.4752
FDL25,6.92,2,0.131458247,90.5804,2009,2,2,2,183.7608
FDS33,6.67,2,0.065972668,90.5514,2009,2,2,2,974.0654
FDW07,12.76772699,2,0.141997869,90.5514,1985,2,2,3,2036.6822
NCS42,8.6,1,0.069809115,90.5146,2007,1,2,1,729.7168
FDL36,15.1,1,0.076229769,90.483,2002,1,2,1,1617.894
FDV27,7.97,2,0.04021623,90.4514,2007,1,2,1,1328.271
FDX44,9.3,1,0.043141572,90.4172,2009,2,2,2,1249.0408
FDL22,16.85,1,0.036446751,90.3488,1999,2,2,1,996.0368
FDY50,5.8,1,0.130955811,90.3172,1997,1,2,1,1338.258
FDI56,7.325,1,0.093765794,90.3146,2009,2,2,2,1733.0774
FDI33,16.5,1,0.028579565,90.3146,2007,1,2,1,2554.0088
FDO50,16.25,3,0.065971947,90.2804,2009,2,2,2,1653.8472
FDS33,6.67,2,0.12332588,90.2514,1987,3,2,1,974.0654
FDS24,20.85,2,0.062172698,90.2514,1987,3,2,1,619.8598
FDH02,7.27,2,0.020865797,90.2488,2009,2,2,2,814.9392
FDI33,12.77689172,1,0.028281197,90.2146,1985,2,2,3,3648.584
NCB18,19.6,1,0.069112952,90.1514,1998,1,2,4,442.757
FDN48,13.35,1,0.064938448,90.0804,2004,1,2,1,1561.9668
FDN48,12.77228349,1,0.064636203,90.0804,1985,2,2,3,2113.2492
FDS33,6.67,2,0.123620492,90.0514,1999,2,2,1,1505.3738
FDN48,12.77608791,1,0.113720344,89.9804,1985,1,1,4,643.1628
FDY50,5.8,1,0.130931048,89.9172,2004,1,2,1,1516.6924
FDL38,13.8,2,0.014720848,89.9172,1987,3,2,1,1516.6924
FDG50,7.405,1,0.015302764,89.9146,2002,1,2,1,2189.1504
FDG50,7.405,1,0.015271793,89.9146,1997,1,2,1,1550.6482
DRD12,6.96,1,0.077193561,89.9146,1997,1,2,1,1277.0044
FDF08,14.3,2,0.066005563,89.8856,2009,2,2,2,1406.1696
DRH51,17.6,1,0.097198194,89.8856,2004,1,2,1,351.5424
FDQ31,5.785,2,0.0901292,89.8856,1998,1,2,4,175.7712
FDF08,14.3,2,0.065207559,89.8856,1997,1,2,1,966.7416
FDO50,16.25,1,0.066011472,89.8804,2007,1,2,1,1102.5648
FDB35,12.3,2,0.064618976,89.8804,1997,1,2,1,1286.3256
FDQ31,12.78778406,2,0.053586458,89.7856,1985,2,1,3,966.7416
FDL36,15.1,1,0.076193763,89.783,1999,2,2,1,2247.075
NCB18,12.78633166,1,0.072295507,89.7514,1985,1,1,4,88.5514
FDW37,19.2,1,0.124301968,89.7488,2002,1,2,1,2082.6224
FDW37,12.78230044,1,0.123449671,89.7488,1985,2,2,3,1901.5248
FDY50,5.8,3,0.131489269,89.7172,2009,2,2,2,1605.9096
FDC11,20.5,3,0.141792841,89.7172,1997,1,2,1,1159.8236
FDG50,7.405,1,0.015295536,89.7146,1999,2,2,1,547.2876
FDG50,7.405,1,0.02556185,89.7146,1998,1,2,4,182.4292
FDV13,17.35,2,0.027723342,89.6856,2009,2,3,2,2109.2544
FDO45,13.15,2,0.038011783,89.6856,1999,2,2,1,703.0848
FDI12,9.395,2,0.10039894,89.6856,1997,1,2,1,878.856
FDH16,10.5,1,0.052555346,89.683,1997,1,2,1,988.713
NCB18,19.6,1,0.041459372,89.6514,2009,1,4,2,1239.7196
FDW07,18,2,0.142910689,89.6514,1999,2,2,1,1859.5794
FDH04,6.115,2,0.011372972,89.6488,1997,1,2,1,1267.6832
FDO45,13.15,2,0.037952777,89.5856,1997,1,2,1,1494.0552
DRH51,12.78547815,1,0.170213676,89.5856,1985,1,1,4,175.7712
FDM32,20.5,1,0.020587886,89.583,1987,3,2,1,1797.66
NCB18,12.78058935,1,0.041091215,89.5514,1985,2,2,3,3364.9532
FDO45,13.15,2,0.038167453,89.4856,2007,1,2,1,1230.3984
FDB04,11.35,2,0.06358394,89.4856,2007,1,2,1,1142.5128
FDV14,19.85,1,0.044489064,89.4856,2004,1,2,1,1054.6272
FDS47,16.75,1,0.129086113,89.4856,1999,2,2,1,1054.6272
FDY50,5.8,1,0.13169655,89.4172,2007,1,2,1,2498.0816
FDX44,9.3,1,0.043033346,89.4172,1999,2,2,1,1159.8236
FDK55,18.5,1,0.025740259,89.4172,1987,3,2,1,1605.9096
FDK55,12.77725652,1,0.045105407,89.4172,1985,1,1,4,178.4344
DRD12,12.77725652,1,0.065983561,89.4146,1985,2,2,3,2645.2234
DRH51,17.6,1,0.097367722,89.3856,1999,2,2,1,878.856
DRH51,17.6,1,0.097135675,89.3856,1987,3,2,1,1318.284
FDR24,17.35,2,0.063207198,89.383,2007,1,2,1,1258.362
FDV27,12.76818878,2,0.070017381,89.3514,1985,1,1,4,177.1028
FDX44,9.3,1,0.04295842,89.3172,2004,1,2,1,2051.9956
NCB18,19.6,3,0.041374909,89.2514,2002,1,2,1,1416.8224
FDB16,8.21,1,0.044995631,89.2198,1999,2,2,1,1308.297
FDF08,14.3,2,0.065339802,89.1856,2002,1,2,1,1845.5976
FDS47,16.75,1,0.128778474,89.1856,1987,3,2,1,1581.9408
DRH51,12.76542546,1,0.06598811,89.1856,1985,2,2,3,2109.2544
FDS33,6.67,2,0.123428594,89.1514,1997,1,2,1,2390.8878
FDK55,18.5,1,0.025813943,89.1172,2002,1,2,1,892.172
FDL38,12.76565663,2,0.014661762,89.1172,1985,2,2,3,2319.6472
FDY20,12.5,2,0.08175276,89.0488,1997,1,2,1,1267.6832
FDH02,7.27,2,0.02076385,89.0488,1987,3,2,1,181.0976
FDA49,12.76935215,1,0.113669629,89.0198,1985,1,1,4,174.4396
FDB04,12.76935215,2,0.06292013,88.9856,1985,2,3,3,3515.424
FDF08,14.3,2,0.065195229,88.9856,2004,1,2,1,1669.8264
FDB04,11.35,2,0.063354531,88.9856,2002,1,2,1,1230.3984
FDA40,16,2,0.099188598,88.9856,1987,3,2,1,1669.8264
FDS33,6.67,2,0.124126756,88.9514,2007,1,2,1,2125.2336
FDS33,6.67,2,0.12367891,88.9514,2002,1,2,1,885.514
FDE52,12.77505148,2,0.02974207,88.9514,1985,2,2,3,3453.5046
FDL56,12.77505148,1,0.12517151,88.9198,1985,2,2,3,3139.9128
FDK55,18.5,1,0.02586664,88.9172,2009,2,2,2,1695.1268
FDI12,9.395,2,0.100555034,88.8856,1999,2,2,1,439.428
NCB18,19.6,1,0.041256807,88.8514,1987,3,2,1,2125.2336
FDC60,12.76913926,2,0.2004264,88.8514,1985,1,1,4,265.6542
FDS47,16.75,1,0.065888482,88.7856,2002,1,2,1,966.7416
FDV14,19.85,1,0.044460448,88.7856,1987,3,2,1,1142.5128
FDH16,10.5,1,0.052852621,88.783,2007,1,2,1,2067.309
FDW07,18,2,0.143495952,88.7514,2007,1,2,1,1062.6168
NCB18,19.6,1,0.041355366,88.7514,1999,2,2,1,2656.542
FDY50,12.75565006,1,0.130321652,88.7172,1985,2,3,3,3301.0364
FDO45,13.15,2,0.038029746,88.6856,2002,1,2,1,1757.712
FDB04,12.75539482,2,0.1107011,88.6856,1985,1,1,4,351.5424
FDM02,12.5,2,0.074152133,88.6198,2007,1,3,1,1395.5168
FDL56,14.1,1,0.126292985,88.6198,2009,2,2,2,1133.8574
FDZ37,8.1,2,0.019768503,88.6198,1997,1,2,1,1569.9564
FDV14,19.85,1,0.044566659,88.5856,1999,2,2,1,703.0848
FDA40,16,2,0.099271209,88.5856,1997,1,2,1,878.856
FDO45,12.75099675,2,0.037768989,88.5856,1985,2,2,3,1845.5976
FDH16,10.5,1,0.052637056,88.583,1999,2,2,1,808.947
FDW07,18,2,0.142688846,88.5514,1997,1,2,1,796.9626
FDA49,19.7,1,0.064909488,88.5198,2004,1,2,1,1308.297
FDB16,8.21,1,0.044917289,88.5198,2004,1,2,1,1133.8574
FDZ37,8.1,2,0.065844455,88.5198,1987,3,2,1,261.6594
FDL38,13.8,2,0.014793124,88.5172,2009,2,4,2,2408.8644
FDX44,9.3,1,0.042930789,88.5172,1987,3,2,1,1427.4752
FDF08,14.3,2,0.065153295,88.4856,1987,3,2,1,1406.1696
FDL36,15.1,1,0.076385385,88.483,2009,2,2,2,988.713
FDX44,12.74952645,1,0.042758477,88.4172,1985,2,2,3,2051.9956
FDL38,12.74952645,2,0.02579577,88.4172,1985,1,1,4,89.2172
FDB04,11.35,2,0.06321435,88.3856,2004,1,2,1,1318.284
FDI12,9.395,2,0.100602552,88.3856,2002,1,2,1,703.0848
FDR24,12.75263571,2,0.062547321,88.383,1985,2,2,3,2067.309
FDP46,12.75263571,1,0.13064231,88.383,1985,1,1,4,89.883
FDC60,5.425,2,0.115119905,88.3514,2007,1,2,1,1416.8224
FDC60,5.425,2,0.114472403,88.3514,1997,1,2,1,2833.6448
FDF08,14.3,2,0.109144085,88.2856,1998,1,2,4,175.7712
FDL36,15.1,1,0.127334766,88.283,1998,1,2,4,89.883
FDP46,15.35,1,0.065788717,88.283,1997,1,2,1,1797.66
FDH16,12.75799213,1,0.052300844,88.283,1985,2,2,3,2157.192
FDU46,10.3,2,0.011143599,88.254,1999,2,2,1,1125.202
FDC16,11.5,2,0.065861146,88.254,1997,1,2,1,1298.31
FDC16,12.76043364,2,0.0204702,88.254,1985,2,2,3,2510.066
FDW07,18,2,0.238831875,88.2514,1998,1,2,4,88.5514
FDW07,18,2,0.142570104,88.2514,1987,3,2,1,1505.3738
FDM32,20.5,1,0.020688969,88.183,2009,2,2,2,719.064
FDR24,17.35,2,0.062799379,88.183,1987,3,2,1,539.298
FDL36,12.74540843,1,0.075707087,88.183,1985,2,2,3,1438.128
FDS24,20.85,2,0.062212713,88.1514,2004,1,2,1,1151.1682
FDS24,20.85,2,0.062224479,88.1514,1997,1,2,1,1682.4766
FDA49,19.7,1,0.064921764,88.1198,1997,1,2,1,1744.396
FDV13,17.35,2,0.027653795,88.0856,1999,2,2,1,1318.284
FDH48,13.5,1,0.06583198,88.054,1987,3,2,1,1211.756
FDB04,11.35,2,0.063226306,87.9856,1997,1,2,1,1494.0552
FDV13,12.72746693,2,0.02747716,87.9856,1985,2,2,3,3251.7672
FDR24,17.35,2,0.062979148,87.983,2002,1,2,1,1707.777
FDM02,12.5,2,0.074035423,87.9198,2009,2,2,2,1133.8574
DRE13,6.28,1,0.027699863,87.9198,2004,1,2,1,1221.0772
FDC11,12.72882704,3,0.141106202,87.9172,1985,2,2,3,3836.3396
FDU46,10.3,2,0.018623146,87.854,1998,1,2,4,259.662
FDY50,5.8,1,0.131221393,87.8172,2002,1,2,1,1070.6064
FDW32,12.7350365,2,0.165101585,87.7882,1985,1,1,4,515.3292
FDW14,8.3,2,0.038204311,87.7198,2004,1,2,1,1831.6158
FDW14,8.3,2,0.038211537,87.7198,1997,1,2,1,1569.9564
FDK55,18.5,1,0.025907416,87.7172,2007,1,2,1,802.9548
FDS47,16.75,1,0.12888573,87.6856,1997,1,2,1,1494.0552
FDS47,12.73443114,3,0.065820449,87.6856,1985,2,2,3,1845.5976
FDB16,8.21,1,0.045016894,87.6198,2002,1,2,1,1133.8574
FDB34,12.73744341,1,0.026480954,87.6198,1985,2,2,3,2180.495
FDW32,18.35,2,0.15783357,87.5882,1998,1,2,4,171.7764
FDA40,16,2,0.099832728,87.4856,2007,1,2,1,263.6568
FDA40,16,2,0.099252438,87.4856,2004,1,2,1,1054.6272
FDW07,18,2,0.142978223,87.4514,2002,1,2,1,796.9626
FDA49,12.72582777,1,0.064607378,87.4198,1985,2,2,3,2267.7148
FDL38,13.8,2,0.024660202,87.4172,1998,1,2,4,178.4344
DRC25,12.72511022,1,0.06578283,87.3882,1985,2,2,3,1374.2112
FDQ31,5.785,2,0.053930934,87.3856,1999,2,2,1,878.856
FDV27,7.97,2,0.040071131,87.3514,2002,1,2,1,1062.6168
FDB16,8.21,1,0.044888397,87.3198,1987,3,2,1,610.5386
FDU46,10.3,2,0.0111263,87.254,1997,1,2,1,1211.756
FDS24,20.85,2,0.062477955,87.2514,2009,2,2,2,1505.3738
FDS24,20.85,3,0.062321222,87.2514,1999,2,2,1,265.6542
FDK41,12.72671026,3,0.126924095,87.2224,1985,2,2,3,3494.1184
FDK55,18.5,1,0.025756826,87.2172,2004,1,2,1,802.9548
FDW32,18.35,2,0.094488071,87.1882,2002,1,2,1,515.3292
FDQ31,5.785,2,0.06585809,87.1856,2004,1,2,1,1406.1696
FDW14,8.3,2,0.038367194,87.1198,2009,2,2,2,959.4178
FDL56,14.1,1,0.125756824,87.1198,2004,1,2,1,2529.3742
FDM02,12.5,2,0.073735058,87.1198,1997,1,2,1,1657.1762
DRC25,5.73,1,0.045334098,87.0882,1987,3,2,1,1803.6522
FDQ31,5.785,2,0.054066567,87.0856,2009,2,2,2,1406.1696
FDA40,16,2,0.09942555,87.0856,1999,2,2,1,527.3136
NCB18,19.6,1,0.041283361,87.0514,2004,1,2,1,2125.2336
FDC60,5.425,2,0.191603334,87.0514,1998,1,2,4,88.5514
NCJ29,10.6,1,0.035336287,87.0224,2009,2,2,2,1193.1136
FDB34,15.25,1,0.026663778,87.0198,2002,1,2,1,2442.1544
FDA49,19.7,3,0.0650227,87.0198,1999,2,2,1,697.7584
FDS33,12.72843602,2,0.122830885,86.9514,1985,2,3,3,3364.9532
FDS24,20.85,2,0.062350672,86.9514,2002,1,2,1,1416.8224
NCB18,19.6,1,0.041291169,86.9514,1997,1,2,1,1416.8224
FDW25,5.175,3,0.03736783,86.9224,1987,3,2,1,255.6672
FDL56,14.1,1,0.125675936,86.9198,1987,3,2,1,1133.8574
FDN52,12.72245418,2,0.13093275,86.9198,1985,2,2,3,1569.9564
FDI12,9.395,2,0.100966837,86.8856,2007,1,2,1,2548.6824
FDS33,12.72471467,2,0.216107535,86.8514,1985,1,1,4,354.2056
FDK41,14.3,1,0.127435585,86.8224,1987,3,2,1,852.224
FDW25,12.72364378,1,0.037217847,86.8224,1985,2,2,3,1448.7808
NCB19,6.525,3,0.090278634,86.7882,2004,1,2,1,1975.4286
DRC25,12.72786054,1,0.079440262,86.7882,1985,1,1,4,85.8882
FDU46,10.3,2,0.011189235,86.654,2007,1,2,1,2423.512
FDG38,8.975,2,0.052836076,86.6224,2002,1,2,1,1619.2256
FDG38,8.975,2,0.05281112,86.6224,1999,2,2,1,1704.448
FDB34,15.25,1,0.026651184,86.6198,1999,2,2,1,1657.1762
DRE13,12.7329161,1,0.027570939,86.6198,1985,2,2,3,2529.3742
FDW59,13.15,1,0.020833091,86.5566,2007,1,2,1,1860.2452
FDE41,9.195,2,0.064113698,86.5566,1999,2,2,1,1183.7924
DRE13,6.28,1,0.027748176,86.5198,1999,2,2,1,1395.5168
NCB19,6.525,1,0.090806457,86.4882,2007,1,2,1,1631.8758
NCJ17,7.68,1,0.153419412,86.4224,2007,1,2,1,511.3344
FDG38,8.975,2,0.05272914,86.4224,1997,1,2,1,1022.6688
FDL56,14.1,1,0.126035694,86.4198,2002,1,2,1,1133.8574
FDA49,19.7,1,0.108665723,86.4198,1998,1,2,4,87.2198
FDZ37,12.74406722,2,0.019672774,86.4198,1985,2,2,3,1918.8356
FDW32,18.35,2,0.094279004,86.3882,2004,1,2,1,1545.9876
NCB19,12.74021963,1,0.158096128,86.3882,1985,1,1,4,85.8882
FDO45,13.15,2,0.03810738,86.3856,2009,2,2,2,615.1992
FDW59,13.15,1,0.020698674,86.3566,1987,3,2,1,1099.2358
FDW32,18.35,2,0.09468096,86.2882,2009,2,2,2,1631.8758
FDS47,16.75,1,0.128861359,86.2856,2004,1,2,1,1406.1696
FDU49,19.5,2,0.03075661,86.254,2002,1,2,1,2163.85
FDH48,13.5,1,0.101231721,86.254,1998,1,2,4,173.108
FDH48,12.72784287,1,0.105893301,86.254,1985,1,1,4,519.324
FDB34,15.25,1,0.026604781,86.2198,2004,1,2,1,610.5386
FDS47,16.75,1,0.12961476,86.1856,2007,1,3,1,1406.1696
FDB04,11.35,2,0.063173691,86.1856,1987,3,2,1,1494.0552
FDV13,17.35,2,0.02758789,86.1856,1987,3,2,1,703.0848
NCJ29,10.6,1,0.035264298,86.1224,2002,1,2,1,426.112
DRC25,5.73,1,0.045371855,86.0882,1997,1,2,1,1116.5466
FDU49,19.5,2,0.030819397,86.054,2009,2,2,2,2336.958
FDC16,11.5,2,0.020565921,86.054,2004,1,2,1,1384.864
FDC16,11.5,2,0.020601791,86.054,1999,2,2,1,1038.648
FDG38,8.975,2,0.053027398,86.0224,2007,1,2,1,1278.336
FDK41,14.3,1,0.127517605,86.0224,2004,1,2,1,1022.6688
FDB34,15.25,1,0.026760329,86.0198,2007,1,2,1,2006.0554
