person,tot,time,role,dialogue
ROMNEY,166.13,time 3,candidate,I'll get us on track to a balanced budget.
ROMNEY,166.14,time 3,candidate,The president's path will mean continuing declining in take home pay.
ROMNEY,166.15,time 3,candidate,I want to make sure our take home pay turns around and starts to grow.
ROMNEY,166.16,time 3,candidate,The president's path will mean continuing declining in take home pay.
ROMNEY,166.17,time 3,candidate,I want to make sure take home pay turns around and starts to grow.
ROMNEY,166.18,time 3,candidate,The president's path means twenty million people out of work struggling for a good job.
ROMNEY,166.19,time 3,candidate,I'll get people back to work with twelve million new jobs.
ROMNEY,166.2,time 3,candidate,"Bob, Mister President, folks at Lynn University, good to be with you."
ROMNEY,166.2,time 3,candidate,"I'm going to make sure that we get people off of food stamps, not by cutting the program, but by getting them good jobs."
ROMNEY,166.21,time 3,candidate,"America's going to come back, and for that to happen, we're going to have to have a president who can work across the aisle."
ROMNEY,166.22,time 3,candidate,I was in a state where my legislature was eighty seven percent Democrat.
ROMNEY,166.23,time 3,candidate,I learned how to get along on the other side of the aisle.
ROMNEY,166.24,time 3,candidate,We've got to do that in Washington.
ROMNEY,166.25,time 3,candidate,Washington is broken.
ROMNEY,166.26,time 3,candidate,"I know what it takes to get this country back, and will work with good Democrats and good Republicans to do that."
ROMNEY,166.27,time 3,candidate,This nation is the hope of the earth.
ROMNEY,166.28,time 3,candidate,We've been blessed by having a nation that's free and prosperous thanks to the contributions of the greatest generation.
ROMNEY,166.29,time 3,candidate,They've held a torch for the world to see the torch of freedom and hope and opportunity.
ROMNEY,166.3,time 3,candidate,I'm optimistic about the future.
ROMNEY,166.3,time 3,candidate,"Now, it's our turn to take that torch."
ROMNEY,166.31,time 3,candidate,I'm convinced we'll do it.
ROMNEY,166.32,time 3,candidate,We need strong leadership.
ROMNEY,166.33,time 3,candidate,I'd like to be that leader with your support.
ROMNEY,166.34,time 3,candidate,I'll work with you.
ROMNEY,166.35,time 3,candidate,"I'll lead you in an open and honest way, and I ask for your vote."
ROMNEY,166.36,time 3,candidate,I'd like to be the next president of the United States to support and help this great nation and to make sure that we all together remain America as the hope of the earth.
ROMNEY,166.37,time 3,candidate,Thank you so much.
ROMNEY,166.4,time 3,candidate,I'm excited about our prospects as a nation.
ROMNEY,166.5,time 3,candidate,I want to see peace.
ROMNEY,166.6,time 3,candidate,I want to see growing peace in this country.
ROMNEY,166.7,time 3,candidate,It's our objective.
ROMNEY,166.8,time 3,candidate,We have an opportunity to have real leadership.
ROMNEY,166.9,time 3,candidate,America's going to have that kind of leadership and continue to promote principles of peace to make a world a safer place and make people in this country more confident that their future is secure.
ROMNEY,173.1,time 2,candidate,"Thank you Kerry for your question, it's an important one."
ROMNEY,173.1,time 2,candidate,"Whether there was some misleading, or instead whether we just didn't know what happened, you have to ask yourself why didn't we know five days later when the ambassador to the United Nations went on TV to say that this was a demonstration."
ROMNEY,173.11,time 2,candidate,How could we have not known?
ROMNEY,173.12,time 2,candidate,"But I find more troubling than this, that on on the day following the assassination of the United States ambassador, the first time that's happened since one thousand nine hundred seventy nine, when when we have four Americans killed there, when apparently we didn't know what happened, that the president, the day after that happened, flies to Las Vegas for a political fund raiser, then the next day to Colorado for another event, other political event."
ROMNEY,173.13,time 2,candidate,I think these these actions taken by a president and a leader have symbolic significance and perhaps even material significance in that you'd hope that during that time we could call in the people who were actually eyewitnesses.
ROMNEY,173.14,time 2,candidate,We've read their accounts now about what happened.
ROMNEY,173.15,time 2,candidate,It was very clear this was not a demonstration.
ROMNEY,173.16,time 2,candidate,This was an attack by terrorists.
ROMNEY,173.17,time 2,candidate,And this calls into question the president's whole policy in the Middle East.
ROMNEY,173.18,time 2,candidate,"Look what's happening in Syria, in Egypt, now in Libya."
ROMNEY,173.19,time 2,candidate,"Consider the distance between ourselves and and Israel, the president said that that he was going to put daylight between us and Israel."
ROMNEY,173.2,time 2,candidate,"And and I I think the president just said correctly that the buck does stop at his desk and and he takes responsibility for for that for the failure in providing those security resources, and and those terrible things may well happen from time to time."
ROMNEY,173.2,time 2,candidate,We have Iran four years closer to a nuclear bomb.
ROMNEY,173.21,time 2,candidate,"Syria Syria's not just a tragedy of thirty thousand civilians being killed by a military, but also a strategic strategically significant player for America."
ROMNEY,173.22,time 2,candidate,"The president's policies throughout the Middle East began with an apology tour and and and pursue a strategy of leading from behind, and this strategy is unraveling before our very eyes."
ROMNEY,173.3,time 2,candidate,I I'm I feel very deeply sympathetic for the families of those who lost loved ones.
ROMNEY,173.4,time 2,candidate,And today there's a memorial service for one of those that was lost in this tragedy.
ROMNEY,173.5,time 2,candidate,We we think of their families and care for them deeply.
ROMNEY,173.6,time 2,candidate,There were other issues associated with this with this tragedy.
ROMNEY,173.7,time 2,candidate,"There were many days that passed before we knew whether this was a spontaneous demonstration, or actually whether it was a terrorist attack."
ROMNEY,173.8,time 2,candidate,And there was no demonstration involved.
ROMNEY,173.9,time 2,candidate,It was a terrorist attack and it took a long time for that to be told to the American people.
ROMNEY,177.1,time 2,candidate,"Yes, I I|"
ROMNEY,179.1,time 2,candidate,I I think interesting the president just said something which which is that on the day after the attack he went into the Rose Garden and said that this was an act of terror.
ROMNEY,181.1,time 2,candidate,"You said in the Rose Garden the day after the attack, it was an act of terror."
ROMNEY,181.2,time 2,candidate,"It was not a spontaneous demonstration, is that what you're saying?"
ROMNEY,183.1,time 2,candidate,I want to make sure we get that for the record because it took the president fourteen days before he called the attack in Benghazi an act of terror.
ROMNEY,188.1,time 2,candidate,This the administration the administration indicated this was a reaction to a video and was a spontaneous reaction.
ROMNEY,190.1,time 2,candidate,It took them a long time to say this was a terrorist act by a terrorist group.
ROMNEY,190.2,time 2,candidate,"And to suggest am I incorrect in that regard, on Sunday, the your secretary|"
ROMNEY,192.1,time 2,candidate,Excuse me.
ROMNEY,192.2,time 2,candidate,The ambassador of the United Nations went on the Sunday television shows and spoke about how|
ROMNEY,194.1,time 2,candidate,this was a spontaneous|
ROMNEY,209.1,time 2,candidate,"Yeah, I'm not in favor of new pieces of legislation on on guns and taking guns away or making certain guns illegal."
ROMNEY,223.1,time 2,candidate,"Boy, great question and important question, because you're absolutely right."
ROMNEY,223.1,time 2,candidate,What I will do as president is make sure it's more attractive to come to America again.
ROMNEY,223.11,time 2,candidate,This is the way we're going to create jobs in this country.
ROMNEY,223.12,time 2,candidate,"It's not by trickle down government, saying we're going to take more money from people and hire more government workers, raise more taxes, put in place more regulations."
ROMNEY,223.13,time 2,candidate,"Trickle down government has never worked here, has never worked anywhere."
ROMNEY,223.14,time 2,candidate,"I want to make America the most attractive place in the world for entrepreneurs, for small business, for big business, to invest and grow in America."
ROMNEY,223.15,time 2,candidate,"Now, we're going to have to make sure that as we trade with other nations that they play by the rules."
ROMNEY,223.16,time 2,candidate,And China hasn't.
ROMNEY,223.17,time 2,candidate,One of the reasons or one of the ways they don't play by the rules is artificially holding down the value of their currency.
ROMNEY,223.18,time 2,candidate,"Because if they put their currency down low, that means their prices on their goods are low."
ROMNEY,223.19,time 2,candidate,And that makes them advantageous in the marketplace.
ROMNEY,223.2,time 2,candidate,The place where we've seen manufacturing go has been China.
